VR_LANCAMENTO,Valores_aleatorios
5200,3350772
627,2690234
19.69,3095319
100,1390818
0.09,4535648
3878.19,4696927
3.1,456868
53.51,1647969
25.5,202188
1500,305047
1398.6,4430365
2153.25,1688000
247.3,1258645
4.8,3938180
40000,3600395
150,4315424
35,3008252
6000,4994157
48.17,1545757
1200,4216655
100,3383992
10198.32,1709245
8413.8,2438830
58.7,1987535
60,4705291
81.3,1084264
4.8,3658318
1,482780
859.25,903646
149.5,3522774
93,1859593
3003,3761142
107.8,3643518
1500,3901971
19.07,4970455
612.76,1775695
350,2933826
109.47,3848411
49,3550256
46.37,3183023
6.4,3409883
22,3770636
84,694909
1200,4401548
1000,2764552
54.95,330329
300,1478785
350.82,1486528
35,1921666
500,2402748
50,1613676
266.05,4001824
28.25,431172
3000,3756092
54.95,2772920
1998.8,4271911
250,1284713
300,4685036
75.14,3962975
55,3665406
345.66,290104
2.6,2051196
3700,532073
52,47591
2.6,4609467
177.1,2394030
1.2,4815916
55,1174782
2500,3382921
2000,1853546
228.55,4851808
14,4652568
10.6,2125265
47.92,2183006
406.1,1468782
408.13,512095
1540,4265406
5.2,3484149
45,3233203
19.5,1995523
1705.3,1984137
2.2,255865
120,838237
10.45,2107974
3500,3508459
1.2,3729284
1.2,738850
1.2,4169403
1941.92,4511317
1.2,4120597
1000,4079049
10.45,2816488
6378.22,2234003
59.04,1107523
1.2,4123710
6.93,2192367
1.2,97313
1.2,651147
8000,4847707
997.2,2846174
75,315041
5000,1725602
25,3307173
594.2,3988169
37.5,741786
1.2,1018739
2.79,919179
880,1321201
4.8,324765
54.95,4773380
14,1464819
60,1546609
2590,4559378
150,1052651
3800,4103698
69,4982870
32761,607857
14,3651544
990,2177703
360,3555462
5,202099
11.05,832860
58.47,453758
1827.85,2029484
1003.41,4441573
125.74,924997
400,4520347
40,4038033
4024.25,4088887
6.45,595711
3418,547412
1100,3180342
56,2023412
153.8,4005763
274.76,60951
1.2,1039503
1000,4061447
140,4996052
1,360766
460,1043178
300,3130730
11268,2695389
2998.8,3998818
36.5,4353201
594.27,2584370
10.45,3648907
1515.6,2528921
52,3304949
10.45,1265326
3514,4051650
1222,1392738
100,1294266
96.01,2191778
223.11,2742554
35,593357
22.58,807643
37.5,3142422
1032.25,1744757
10,3673013
7.61,2624907
100,4728956
47.63,19934
2.6,2290707
0.35,3731764
51.09,2178388
2201.08,3707981
32.66,3686808
2.6,2987195
4.8,3710609
7,662037
10.6,2443438
175,1572931
20,3861405
8.2,3169559
738.25,1798857
2.6,3523543
36.62,3887836
600,3093442
10.45,2725998
45,4256670
10,3495094
10.45,2097468
459.74,2825763
3000,3959445
1.15,26568
7,3114604
3490,4152326
10.65,3411400
2.6,983227
720,1198798
130,796642
90,3423500
1379.43,1262229
122.85,1620082
752.53,4180690
10.45,2018953
4.8,3032820
1749,199637
150,834558
52.35,3100871
3473,2384285
141,3176482
1.2,1931988
10,677431
500,2451813
1.2,2938963
19.69,1802235
458.5,4923162
2430,1958693
618,4041850
52.35,2748705
100,4610791
250,3478851
15.5,1510280
5000,199735
1820,1627107
37.5,4669179
360,1723863
373.49,3462913
1054.65,3920764
350,3528315
30,1334752
6,2447585
10,1355741
500,3455534
508.88,1492682
90,4710242
19.25,2685014
1.2,1177154
1.2,265868
10.45,4184128
10.45,3817302
10.45,3832524
2766.52,4156452
10.45,3848020
10.45,2644589
1.15,2113760
1.2,1290097
1260,716317
5216.96,2165501
10.45,456747
1.5,2736197
4.8,839791
500,544038
1320,3460623
603.3,2808889
7,6768
233.35,4695959
1882.32,3595993
60,1575819
84,2540747
2.6,1446975
500,4987575
86,4695937
1300,4320338
5.2,4116145
500,2337502
350,4950625
364.9,4660287
2.6,3446188
30.98,2355946
129.37,3628396
1100,102954
31.5,928169
22.25,3512545
59.07,2076835
100,2180204
531.32,995192
1.2,2347927
7302.63,629449
4.8,2006738
0.4,4533309
75,976957
300,785616
52.35,2272011
500,4852922
36.5,2452314
76.89,2522933
200,532492
24.78,252532
750,4471745
300,313172
1050,1938410
369989.5,1490966
1.2,1541866
1.2,3099004
7000,2245468
1294.27,4318197
1.2,645894
963.75,1060961
1.5,3012125
1000,2434267
986.64,2296026
60.1,1102184
2280,2228073
4.8,4740248
31.77,106169
50,1080163
230,3057378
3299.12,4420318
385,1510168
1.2,2419894
204,3902787
35,165305
249.13,640340
100.99,4583326
21,4082938
99.9,2451151
140,1389441
68.79,4054141
50,351798
107.37,3247186
60,156638
58.97,4969400
19.55,1466420
4.8,1977775
1.2,56015
280,2129227
3.1,2473342
220,4749178
1.5,4319885
2.6,2452324
1789.22,1452849
21,3887643
99.9,2998195
1200,936588
350,3550601
1905.36,1491937
1.2,4201312
15.4,655889
600,4987924
4.8,2934774
1.5,3045678
71.15,4832221
517.3,3226540
650,4941036
1199.4,1341841
40,2467093
638.41,489762
1.2,2847510
100,3853173
70.52,2839606
2.95,4068667
19.25,1992477
150,4599984
610,1725515
0.08,4013661
19.25,3752134
365.07,4841442
7780,3045488
315,1041465
269.37,1478970
500,3746880
610,3354409
168,3492282
20,2964462
850,1766590
10.45,4431876
1.2,654208
99.24,4860445
3094.27,4600504
1000,2656090
3.85,2300559
6400,4128166
1.2,3315206
4532.41,2784631
1.2,688918
2387,1602456
19.25,2197931
1.2,1316960
200,1422563
5000,3679739
124.84,2477495
319.03,821419
360,167891
1100.01,3184521
100,3277924
1.2,4152830
106.15,4710044
10.45,2178723
69,1603209
1337.19,1863038
356.35,2112642
10.45,1650783
3250,2999946
525,3938543
106,1272735
1.2,2847716
60.23,261716
280,1774183
1365.42,111223
68,1554796
700,2374733
196.31,2304603
80000,833778
2.6,1801469
508.5,252175
99,1150434
4.8,833870
4.8,280194
70.01,436526
73.02,4228350
10,3147813
450,1356915
98.61,112298
1.2,3005483
30.63,1333819
280,1433795
3801.26,4195593
249.6,4640927
4.8,3908267
10.45,1957271
3000,4475281
1.2,1269331
10.45,3161274
350,1810946
16511.15,1258004
3566.03,3434370
2400,2917395
39.48,2708350
1064,545882
1134,487595
275,4831205
150,3034480
295.48,3740664
500,1965128
101.77,2388819
1.2,1253415
31.82,2347220
52,1266332
58.7,839999
500,2904687
92.89,4486105
1400,4334448
37.5,4028012
4000,987996
1767.6,3227099
690,3349672
3628.76,4036850
898.6,2902325
214.16,2135605
3026.84,1903938
2866.38,1169161
6000,2508606
106.5,79198
4.8,3094084
305.9,1872882
2368.09,2715658
15,4262710
6,2585089
1592.5,2117545
400,1294062
4.8,3244869
1.2,1983699
0.2,3536043
1400,4505226
99.26,2838857
700,3833117
1000,1788107
4000,2692896
1.2,961002
2.6,4376711
2000,101354
1.15,3766567
100,528
1400,2785563
4029.18,1762875
21,3109136
10.45,764557
6.4,2680622
1000,1369004
2450,409726
1330,1217534
50,157868
59.07,1606613
44.05,4293523
16.32,212300
280,2083577
6.15,2555481
4.8,754081
500,4262653
1.15,4974384
146.45,3831142
1000,1341392
110,1064825
104.55,2452595
898.6,1223513
3200,623294
1.2,1565728
10.45,24944
1500,4491203
10.45,978513
37.23,1514262
10.45,4893047
315.26,403497
2039,1228202
203.65,1912333
200,1759464
307.33,2034766
19.61,950427
4.8,2457834
3,3106858
746.98,3413399
719.75,338779
1.2,2959858
25.05,3155727
793.31,3990347
772.5,1569266
142.27,2262236
2.6,2836755
5000,837613
4.8,77375
1056.2,166511
49,1140480
0.35,1603826
1742.85,1049489
650,2215298
221,2281676
445.42,4290628
1237.19,973993
4.8,2886171
290.71,2901195
14,2940345
1996.4,4486426
600,429984
1.5,779279
200,180955
19.69,649362
2666.67,4053026
19.5,159609
50,2268148
330,4703271
3386,3802105
1560,1897499
1420,2752251
87.54,2205605
679,1823452
7500,1395827
31.77,2024000
10,1150297
19.25,248792
600,3763479
12.9,1128712
35,2978936
14,3441754
10.45,4051314
10.45,2771564
11.49,2221198
1587,1611610
35000,2491687
100,4319165
84,1782844
16342.32,1577921
130,923519
3000,3104388
10,2794464
200,4396632
2500,1157354
35,925378
77.9,1784590
33.64,1718130
2153.77,3131522
819.24,4992050
120,4352792
50,346779
250,2389841
3750,3431873
50,3259720
37.5,3593741
0.08,2193937
29.92,3068559
10310.44,409903
2922.82,4597868
1.2,41571
4200,3665413
10000,2018280
350,1636322
55.48,2594940
1045,3915236
52,949207
2.6,3915602
1.2,2552124
39.83,1702592
600,2190462
10,4880210
10.45,2613328
204.09,318227
382.29,4834042
1118.6,255257
2.6,4444671
300,2065528
49.16,3423217
150,218480
69,1255151
0.35,3585517
1002.24,1155071
610,2008762
2290.47,4416087
300,4698947
78.65,1163839
3216.97,930633
10000,4363303
11000,1024049
1.2,3841417
7307.11,146741
350,4056859
6000,3666511
746.14,3194524
83.19,3112249
1.2,3334995
10.45,3633895
898.6,4885586
1.2,4956054
24875.48,1967390
3578.19,4532980
60,2439407
1500,711263
677,1927985
700,2715287
1.2,4881761
5.2,2562552
23.27,2925520
19.25,140043
9373.35,1250652
82.25,2149040
1.2,1280066
52.35,3533655
25.59,325129
0.97,4391815
1398.6,925285
4.62,323831
898.6,643875
0.35,2003446
819,4399176
60,4815699
19.69,1455696
1000,3887514
0.08,2166617
50,3155553
1500,2779893
36.62,1197713
75,23950
2.2,221145
19.25,3069950
10.45,4809660
570,3314685
4.8,2357467
50000,2584787
2313.96,564625
2883.99,1951647
2000,1151256
3000,1055402
89.16,3619848
650,3432620
1000,4014905
4,984626
900,1293843
20,3336299
1480.31,586428
54.95,4865786
300,4651169
186.6,1044476
99,1575311
3600,4524760
37.5,1455564
3.1,1074441
1052.01,3164665
500,3358693
1.2,2267905
1380,2460862
42,4907403
1027,407331
88,2370166
374,2971800
1015,4880835
120,2378255
19.69,496236
50,3869301
668.11,1849704
1706.09,3911078
30,2912940
42,3935393
1700,3333350
3931.15,1285937
1900,2621649
94.5,849965
620,716670
170,1265743
303.39,1672612
1.15,325693
42,4931326
4500,948643
60,3127483
1270.3,3210780
3.16,1447848
10.45,3692385
1400,2710737
350,2891967
500,1031878
300.89,2763170
250,2754983
1167.26,2702981
52,4219679
2.6,4672900
594.27,286572
10.45,1774728
1898.6,2347795
1270.57,3194953
1299,2386344
1.2,4031209
1800,1912623
594.27,2848447
10.45,1934808
58066.89,4118485
5000,1797424
10.45,1932466
10.45,2460976
1000,178540
3600,1321195
40.26,126520
100,1998262
0.86,1804756
23800,2056854
4.8,972293
4150,1107483
1000,1739951
0.45,2234596
123.49,1574068
42.5,2511029
72,4736552
300.89,2991208
6.5,500465
240,120048
102.73,2715696
60,4703590
1869.6,3206352
241.54,85972
4.8,4587428
270,1562550
10040,62571
1250.97,1622251
16396.53,1693062
898.6,4889277
5300,3290335
4400,4199569
115.28,3945500
10.45,2464801
55.5,2311730
301.2,30684
55,1078245
1832.13,4599892
209.73,3343861
10.45,2987069
69,3852076
241.66,1377495
73.2,3808960
78.76,3090872
300,1063033
260,1777475
52,595133
19.69,3050277
30,4430942
30958.4,1770847
1.2,1106704
8.5,123364
1500,1806487
1.2,3246868
6000,2047713
10.45,1692673
11.55,1667423
23800,1418254
10.45,3335493
50,1947493
306.91,4808715
180,3725874
1000,336275
564.24,4577496
2.6,3379668
3750,132516
37.5,4301787
2200,2189883
2534.88,2535761
39.01,1292012
50,4269908
15,2624078
10,3252111
5.2,3960451
295.32,2658593
1627.14,671468
1419.17,690655
1.2,807283
120,2437719
29.23,712605
1.2,3251215
4.8,1030906
50,222760
5.22,3100012
1000,4812114
2.6,635841
72,2250915
1000,2251505
600,3465998
26.67,3979824
1104,4625075
81.5,4620788
7.61,3951431
54.95,3677583
1988.75,85822
3385,1661028
6387.5,3312097
0.35,2415306
29.46,4096657
137.83,1991588
597.6,1994322
2000,2734541
1916.56,1999566
73.55,3401833
10.45,3006226
60,543728
2000,946791
10.45,2942090
1225.64,83797
163.88,3619012
402.88,2906075
1.2,3230720
16600,709061
10.45,3199465
1.2,4202848
10,1595488
19.69,202115
2.6,1883842
4.8,3716474
20000,17636
88,2949723
21,2274653
0.35,1319850
277.5,62446
1.2,1896281
1056.2,4634468
2.59,4183832
90,4975899
200,3980674
49,848108
10.45,2451564
280,3539992
2290.47,1437895
1.2,3521719
1.2,807937
4127.79,2497283
419.16,1296123
10.45,1563417
10.45,39321
63404.99,1568079
87.9,1720592
37.5,4928683
52,2781628
2.8,1301991
3000,3340036
19.69,2916398
6770,1479309
50,2960914
107.97,4131888
847.87,262998
6.4,4102690
21,252604
3,3257538
4410,3378214
300,3611375
1250,3694241
1.2,3710233
86.7,800685
259.25,3959978
439.06,1345970
594.27,1570341
10.45,4881545
1500,132724
10.45,1411845
2568.18,898257
101.5,2822281
1.2,2860896
4350,2600168
1000,1938231
15,879767
391.13,3823736
21,1052110
4.8,654137
246.72,2581613
66.78,1723105
20,3705126
1.2,4705812
201.29,1974172
2000,3034565
1000,1271360
10.45,4066682
50,4561576
98.45,3654732
400,4620033
56.8,29800
2959.6,4831719
1000,4937166
3715.01,884772
66,4624052
1500,4373193
396,1008958
10,273888
84,2373248
30,2972718
45.16,4554597
84,769997
4.8,662398
344.66,3020224
6.9,2677371
88,3589160
799.49,2366006
18.52,4766953
19400,67501
60,857925
14.38,3198033
1970.95,100677
1500,1862286
3.1,3132093
4.8,2741922
3.1,920219
20500,3827589
52,1971014
2000,593928
10.45,2394670
414.24,3865398
1547.12,2741313
4.8,1499747
1.2,4596495
247.25,4728291
20424.49,806956
52,4524740
132.81,4313566
1.2,4058243
2000,1200068
104.91,4514763
4600,3972028
2227.12,3056286
1.2,795126
300,4906703
2928,4965765
50,641307
840,1653779
39.38,295381
3500,1967683
55,4223404
1.2,464176
4000,2660210
100,46387
100,1579629
4.8,1780937
140,3960290
7690,4024537
7,3369303
52.35,3809896
242.48,1139776
7,2082682
30,4175923
240,3073584
2.6,4937374
2100,2310684
18,3688524
2.6,2831353
510.45,4748893
240,3572462
40,2749039
73.56,3727780
6.95,4035459
4.8,2537688
72.8,1063809
100,3616377
350,1036460
54.95,75056
52,2019628
11.14,1033258
10.45,788175
10.45,962941
1.2,1931989
3426.25,4495410
1.2,2638342
1.2,3309326
1412,2985255
8.19,2029901
9000,3377776
1.2,4392722
3.1,1771983
2300,4525517
1000,4798322
95,1248394
738.25,3101950
53.51,1751845
19.69,2629175
0.07,2791118
2.6,4445504
31.84,4830042
45,1223136
120,4550301
550,3509168
18.6,3444073
2.6,2443346
650.3,519638
610,3359211
1197,1977125
99,1289029
10.45,587095
55,651043
700,4986278
5.2,2910590
84,3784597
800,1366553
500,3899855
60,2402622
30,497862
2500,4956909
10.45,61678
29.1,121698
20,453793
570,820967
325,2096925
734.64,3446282
3100,369941
185.89,764364
868.53,3016543
1064,1923126
260,3726161
37.5,3879793
36.5,4978970
241.54,102181
90.71,3963323
1.2,514104
907.78,4722920
10.45,2160999
1.2,3997027
78.36,210085
1377,2573836
1.2,1069960
1.2,267074
1100,4513430
1680,1149033
35000,4060673
10.45,275101
17000,1041874
10.45,4742482
18000,4365258
200,1246011
300,3742956
0.06,2965962
246.72,3600443
13028,2423118
1159.95,3258337
2280.03,3095143
970.05,4815047
700,1660306
15,90419
52,4647256
15.5,207660
1300,3695240
7000,4898211
1275,2323405
52,2371196
94.39,836074
43.35,2610053
200,4422513
250,1767185
52,1584418
14,2272392
19.69,185845
120,3868709
38.06,1969874
350,1662125
98.4,1900600
40,106829
343,713058
1700,1354973
50,4209372
35.79,2521727
10,4632244
86,3877893
241.66,4480409
2.6,3172125
35,864998
1.2,1403724
4.8,1399088
4.8,4403276
0.38,1522607
7000,1620770
300,4737405
7,3789180
1800,3476569
720,2411857
1008,3409919
220.52,2689478
2815,4619163
10.45,1204937
1.2,4709627
10.45,4729218
2300,1804451
6.28,4055090
60,3665550
2.47,760732
2207.59,1811662
48.6,2030857
39.38,82967
19.69,4717130
150,3145843
805,3161172
1451.6,1866943
1.2,1840552
120,3373361
2075.2,3512773
69801.01,4673361
1280.45,2189679
1341,4678659
1037.65,3734924
381.79,3287413
2.6,356309
320,3393775
7.92,1747946
1600,1130780
17257,4950422
2.6,1891951
3.1,2905399
90,4412517
555,1450853
50,665691
188,4451965
609.54,241324
52,4026498
2.6,831623
314.53,2876692
280,1841878
1.2,4861412
1740.5,1362664
1.2,3744959
481.5,2432503
1556,308070
240,4316913
7,1340196
268.01,4645204
140.13,4301983
3.6,3770198
10,2899863
50.5,1051948
5000,4834218
24.52,1460039
509.57,559245
48.6,3114850
1.2,1360642
500,706619
142.7,2499068
2250,849685
898.6,4282952
10845.64,1305265
10.45,1830003
15815.71,3189275
10.45,34737
255.99,4889008
1.2,2675250
898.6,3879925
3724.76,523492
2.31,1417887
1711.82,650303
1.2,3056355
1711.82,3963351
1.2,1525461
2000,70612
19092.53,1188840
1.2,4175194
1010,2559483
250,4769150
1.5,1962305
100.54,3184978
29.47,2035741
877.61,3624611
47000,4541685
2000,432426
5.2,3985885
1363.16,2310101
600,2524922
60,2950227
4.8,4213502
126.09,96589
4.8,1789781
23040,3813569
2.6,2813588
50.3,3095554
1592.5,4879875
1040.39,1523650
500,1863089
7,2847785
4.8,2624204
52,1527393
36.5,1389004
19.25,1201755
10.45,2675527
5560.56,33746
83.22,1570069
350,1235742
79.32,2933825
10.45,1637015
1673,3134355
1.5,3253108
50,4242337
11.05,2120984
75.17,4031196
10.93,4413441
17.27,1000494
1.2,383034
8.34,1192330
280,236334
19.69,3288834
449.55,4106067
300,161632
100,3103732
4.8,792295
110.89,3659119
1700,205336
149.33,1785355
898.6,2325413
4.8,3813643
19.25,1126733
892.85,825962
320.32,3252465
1000,4393819
2.6,4318069
0.35,468902
1.5,4247289
1.5,4787318
10.45,3647623
594.27,3105509
1.2,4099539
10.45,309541
350,347024
15.47,1044995
448.81,2762108
3600,3222375
4000,3342067
1998,4354154
3.1,4067941
100,3201092
7,1873958
10.45,1602708
1.2,3325913
1503.36,1288248
42175.32,1865289
1389,3286249
1.2,2625836
608.85,320393
1.2,1689899
0.02,3131118
49,2049769
99,1979948
2.6,121805
700,1806262
35,2359845
19.69,1774213
1807,527188
38.88,3207634
1050,4456523
55,34343
19.25,1063812
5350,3984692
110,1948936
52,1443097
150,24097
0.03,3592827
86,2679964
1400,2740293
20.4,1499996
10000,4849441
328.14,309395
1362.88,725460
185.21,853774
10.45,4278749
3249.55,3308180
3.1,2020005
0.03,3041310
200,2794629
10.45,2414596
230,2709931
49,4704337
19.69,3551731
38.17,514229
5000,27079
59.8,3537685
600,2919782
10.4,2479826
93.94,3760366
594.27,453881
2000,4201100
3000,382811
250.89,1607518
10.45,2293778
9529.41,3182146
1.2,598917
579.98,4454210
54.95,342007
7,2743964
800,1846815
1314.71,1447727
106.06,4878297
39.38,177031
254.8,3905595
150,1265005
166.34,234218
54.95,1446798
1,1541055
300,226468
1222,4654523
30,907244
120,428589
295.32,4253700
992.88,487352
2.6,1766021
2.45,3129376
99,4516763
4586.11,3464069
754.69,4645304
2690.61,3009257
52,2064888
176.11,416203
1222,4989017
300,728629
84,4089329
360,2109843
4.8,1137784
422.15,1256632
18700,4118891
400,1314616
120,2443231
1000,4015477
70.39,3952325
192.88,2192229
19.69,999890
4.8,1609732
10.45,268458
107.21,4538106
1100,3332486
2.6,2890465
34.42,2097181
5000,3222748
2.16,4704208
2100,1354292
1696.92,369298
10,2490783
1132,4237606
112.59,2982795
11175.48,2175194
294.15,2433998
1.2,4375733
1760,2618191
3109.74,4854653
1461.92,3049655
2500,4029765
17.59,1647350
120,1824081
10,3861705
16.29,4280648
1.2,2920338
8.5,1459106
9.6,859171
20.88,4501165
74.29,2737871
1.68,771592
1.2,2894083
10.45,313307
2000,4813360
1.2,128416
1.2,34233
1.2,1608395
2946.93,1601282
5333.33,919258
2.6,2760963
3600,3240519
60,4437176
1156.11,3297517
500,4884168
200,4287581
1.1,1060560
60,2008393
120,3152841
1566.76,2610669
3900,1770161
62.5,1139831
30,2432655
116.37,2975312
122.85,1863913
36.5,4860907
15.5,1898807
50,1033189
99,4130586
300,1006208
2600,2268198
10,3146666
157.1,3086984
21.51,94470
48.04,2765677
1288.05,691973
10.5,4371937
3500,125019
500,2539095
9360,1026242
2.6,1267916
0.3,4637467
45000,294273
35,207373
284.01,1533303
15.98,2769693
5000,2584231
1594.27,3929666
1.2,171431
16.11,1643058
2798.9,1421226
1208.98,3156218
1.2,2125273
2000,1328409
10.45,1505558
1.2,4064609
1700,2659701
2500,354375
1.2,3448220
945,2424446
12.9,2913154
400,4587086
65,2620037
21,805259
60,2491320
84,296865
200,1508021
500,4369009
180.77,3914721
300,1682680
13000,2543180
88,3427433
2500,4950715
19.25,2293938
1500,3195380
12730,2999960
497.5,4521142
3000,2051771
0.01,954753
52,371508
40.08,1997505
68,682194
21,3330884
0.07,3465834
400,2634070
35,3633872
1540.43,1591658
36,2295694
730,4270220
1.8,2902465
1200,3285567
10.45,3821816
19.69,1738857
0.45,3886976
30.63,3469025
1592.5,4911243
79.64,3071573
280,2882659
10.45,1613977
70.2,4632685
75,3856666
88,4460003
55,1699332
22.25,1307421
400,2530037
90.99,4968416
187.91,1535946
10.45,1350903
1.2,1054000
10.45,1877170
898.6,2161704
1503.36,481425
10.45,3907591
67.98,690008
27.93,2531542
3545.29,2303447
1000,3252150
150,3930712
669.32,895380
31.33,3629954
21,3952186
5174.48,1884858
19.25,4682647
1398.18,2177603
1000,4985643
13.44,1060231
1420,2241482
1.2,103804
19.2,3048697
60,3481641
10.6,4326496
35.79,893219
121.75,3379855
663.5,4886759
241.54,4731439
500,4317852
42,3189859
1555.75,4259788
75,1010896
1.2,1763296
37.5,4506551
69,3527342
4.8,969823
54.95,2729183
4000,4292029
840,4033629
1650,2661164
819.24,3623391
1.2,918535
21,2978675
68,4964488
1500,1980929
1000,2545125
0.11,3240603
140,4717552
1.2,960387
37.5,3316753
1680,2653918
52.35,2158312
10,2020229
157.42,1128184
1953.27,4684363
54.95,4440499
1.2,1119247
1.2,2107322
1.2,409519
88,1858171
230,4455688
10.45,2360872
4.8,3580029
1.2,1714249
1343.2,384109
1.2,2680974
9665,2743117
6.78,4232647
3000,3833140
1244.27,2834688
6500,3438169
594.27,3507302
1494.27,86599
1868.25,1806591
2150,3267751
1.2,4557921
7000,3599599
20000,3956805
1.2,1913396
3000,1355675
24766.72,1033564
54.95,889098
750,3978833
220,521322
2000,2096219
71.08,2733043
47.92,3509478
1.2,2084748
1.2,3849184
2.4,3674342
52.35,3394134
30.49,518633
150,2870815
10010.45,4583630
10.45,4033643
27.6,2703676
29.98,1169551
75,1558427
10.45,1403406
5.2,3483053
40,1521635
1785.6,1575783
5000,4274942
224.06,2786961
1270.3,3325100
84,4138267
7.61,445514
37.5,2596806
7,3744844
250.58,2992392
10.45,4892169
1680,3117106
250,1453639
2326.62,2612489
68.35,3007550
500,3897481
19.25,3992958
40,2963583
52,4620084
215,2619601
2.95,1917135
30,58848
52.35,777473
59.7,503061
4.8,3056051
1400,2331591
480,693420
50,4695246
1056.2,2202175
2473.68,1761140
32,828268
50,1428671
98174.59,181390
1645,1064933
1.2,4164154
38.55,1201383
1.2,547730
3.85,3036446
10.45,2094806
500,3632543
300,306845
52,820679
10,1539858
21,115209
54.95,3774353
71.58,3008078
1050,1393888
25.7,2298810
50,3381346
8,278949
1094.27,41070
10.45,4303798
10.45,783519
3.1,1552231
1.2,1165920
50000,2051329
175,935271
500,2174520
1200,3342132
250,3278512
10.45,2431720
752.53,4352117
10,2445705
259.55,1060331
500,2126679
360,3537681
99,1071175
8,4167262
578.54,4840589
10.45,3293632
69,2683588
52,1072060
383.66,2550476
49,2232912
750,1032855
1004.6,2962329
75,532304
50.5,697274
116.29,1795428
2.6,2068190
715.7,4241760
3.1,2534585
4.8,4400619
2.6,4005646
0.35,3631980
2300.88,4629240
10.45,4281689
24766.72,1252528
10.45,2550867
64.39,225326
1.2,2082878
898.6,3925783
2568.18,3195126
230,3200454
892.85,3625851
50,4263022
110,998976
25.2,3342921
300,113606
157.15,530422
55.48,327565
4740,1431370
600,1016040
42.5,495356
1.2,92012
81.31,2811358
42,4302289
80,4950845
3780,2093847
19.69,1721411
243,1940171
750,3762014
500,793235
54.95,3163103
200,2884302
1.2,2977724
99.77,2177617
730,4969189
1494.16,1874403
68,175782
200,1319758
100,2347136
2201.93,2245339
15,2725099
400,1770074
110,3863737
91.4,3683038
1.2,1009077
540,2651219
700,2032250
34.85,640379
42.89,296150
1435.27,4076033
968.25,4187264
95.81,3558145
94.24,1529716
0.24,1980620
12255,4945257
99.8,3471914
280,1156949
19.69,3606193
1687,3365703
50,4424490
0.44,2408440
500,4051784
52,4910901
1.2,1271523
0.12,970141
1131.19,2948542
52,4823207
246.96,80016
5.2,444578
1.2,757015
594.27,4998373
37.5,1485113
72,3032346
642.25,2338133
132.27,1645399
3000,4023949
52,3145431
200,753988
3.1,1241338
1830,1323177
1000,3721659
60000,954952
1.2,3969203
7370.92,2227639
1415.09,1370211
1.2,2532804
1.2,897005
38.17,4686298
500,3028789
3024,3712074
37.5,2948036
1139.22,3185252
6.95,607071
15.6,4404195
52.35,3349268
78.02,737587
40.69,3217756
1.2,2894953
3000,3598435
2.47,4717683
1500,4758189
3040,1274410
10.45,607104
10.45,1206173
916.66,2501918
170.5,2128519
1050,4632874
37.5,1476799
19.5,182347
50,774594
3660,4886657
90,3974368
200,1852461
720,1766197
800,3991992
1538.65,742114
1880,4473378
84,2975054
272,3749741
403.93,2807880
10,2115510
4.8,3734024
1.5,3086780
182.91,3742192
7,2292701
1620.52,757984
60,1239945
9883.93,1283555
500,185265
1592.5,2867488
10.45,2987482
594.27,496986
15000,3073455
1000,700256
1.2,1391543
10.45,2991278
34305.61,4044086
4000,292902
1.2,4378879
19.5,1848425
37.5,780015
739.44,4535553
1.2,1360827
3000,1420141
300,4601405
16.6,466131
19.69,2279939
610,2060324
30.12,323818
1.2,4685051
1680.77,1348643
175.17,107018
1.2,1362502
52,718003
920,4354718
180,1750136
300,2026206
10000,894228
1.2,1713911
30.06,4426458
550,3642303
1257.83,973015
525,4486403
505.57,3853899
20,352801
300,2484527
4.8,3585064
0.15,1531842
4.8,1073127
20.39,2153165
210.9,652007
1,4636622
409.61,4410816
4.8,283435
9.25,4540457
346.27,857774
2.6,15100
195.59,1497649
8307.69,2552915
0.35,1161106
1259,933534
892.46,2092757
1260,2046758
2690.61,1212612
1.2,4143111
30.98,2380267
13.58,417126
726.73,2890644
10.45,3577954
500,3171864
400,1617906
18.3,4751288
0.28,3087058
156.75,2455011
290,280110
10.45,2314699
10.45,4032851
594.27,3654580
10.45,1393309
4127.79,3445920
1.2,3585897
2400,1971271
200,3840382
19.69,3018300
50,3045865
84,3024151
120,2237786
200,4232106
19110,1121629
800,137932
1.2,645736
2383.04,3503151
1594.27,1673791
898.6,3775582
898.6,4452713
1140,2962206
6000,487830
3000,4760154
500,895450
2000,1949253
3092,2784460
500,1087607
2000,1213149
2.6,2434789
3000,4629259
3175,275955
140,2182141
2.6,2106463
650,667934
10.45,962667
3000,4637614
3898.6,780687
10.45,2471336
27.2,274859
1.2,663059
2700,2432253
15.5,428408
216.59,1428561
355.89,1337492
40,3633530
1678,4503582
10,163859
2724.9,2300711
8.49,2738501
1000,3862580
1000,3288525
5.64,2351178
200,4492419
24.59,3537413
501.2,3185040
100,4585420
4.8,4992911
97.99,954089
1.2,3624002
1442,4934311
261.25,526472
7.75,3749328
59.07,3304584
10.45,8415
2089,4342667
1232.57,1667902
1000,1344504
10.45,2381894
1898.6,2454841
1941.92,4090304
85724.61,535121
1.2,2423503
24000,4983357
4.9,3515275
1.2,397282
1.2,4027685
10.45,1111989
2.6,4517906
71.15,1314850
146.55,1156670
7,4563827
1100,2159088
6.95,2482304
3400,3644143
280,3093858
1158,1555664
4000,4702494
2.6,216252
1.2,64441
